route_id,point_order,x,y
traffic_fort_lee,0,576,2944
traffic_fort_lee,1,2240,2880
traffic_fort_lee,2,3200,2880
traffic_fort_lee,3,3264,3904
traffic_fort_lee,4,3264,5184
traffic_fort_lee,5,3264,6144
traffic_fort_lee,6,2304,6144
traffic_fort_lee,7,576,6144
traffic_fort_lee,8,576,4672
traffic_fort_lee,9,512,3712
traffic_fort_lee,10,576,2944
traffic_heights,0,10752,2752
traffic_heights,1,12032,2816
traffic_heights,2,13760,2752
traffic_heights,3,15424,2816
traffic_heights,4,15424,3776
traffic_heights,5,15552,4672
traffic_heights,6,13824,4608
traffic_heights,7,12160,4672
traffic_heights,8,10752,4608
traffic_heights,9,10752,3584
traffic_heights,10,10816,2752
traffic_heights,11,10752,2752
traffic_gwb,0,4608,6144
traffic_gwb,1,10752,6144
traffic_gwb,2,4608,6144
